,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
5642,658,female,group D,bachelor's degree,standard,completed,71,81,86
5643,659,female,group E,bachelor's degree,standard,none,76,75,73
5644,660,male,group B,some high school,free/reduced,none,75,73,70
5645,661,male,group C,associate's degree,free/reduced,completed,70,70,71
5646,662,male,group C,associate's degree,standard,none,55,60,58
5647,663,male,group B,associate's degree,free/reduced,completed,90,85,85
5648,664,female,group A,high school,standard,none,87,93,89
5649,665,female,group D,high school,standard,none,79,82,79
5650,666,male,group B,some college,standard,none,59,48,50
5651,667,female,group C,high school,standard,none,70,71,77
5652,668,male,group D,bachelor's degree,free/reduced,completed,50,61,54
5653,669,female,group E,high school,standard,none,96,96,95
5654,670,male,group E,high school,free/reduced,none,85,75,69
5655,671,female,group D,associate's degree,free/reduced,none,48,50,54
5656,672,female,group B,bachelor's degree,standard,completed,56,67,66
5657,673,female,group B,some high school,free/reduced,none,61,82,76
5658,674,male,group B,some high school,standard,completed,86,89,91
5659,675,female,group D,high school,standard,none,73,73,64
5660,676,male,group C,some college,standard,none,45,39,44
5661,677,male,group C,high school,standard,completed,78,76,80
5662,678,male,group C,associate's degree,standard,none,44,56,49
5663,679,female,group C,associate's degree,free/reduced,none,44,48,44
5664,680,male,group B,high school,standard,none,79,78,64
5665,681,male,group C,some high school,standard,none,64,70,71
5666,682,female,group E,high school,free/reduced,none,49,61,57
5667,683,male,group A,bachelor's degree,standard,none,50,55,48
5668,684,male,group C,some high school,standard,none,65,62,59
5669,685,female,group C,high school,standard,none,60,64,59
5670,686,female,group C,some college,standard,none,62,54,57
5671,687,male,group D,high school,standard,none,80,72,71
5672,688,male,group E,some college,standard,none,83,73,66
5673,689,female,group C,some high school,standard,none,46,43,46
5674,690,male,group E,associate's degree,free/reduced,completed,70,70,67
5675,691,female,group B,some high school,free/reduced,completed,65,85,84
5676,692,female,group B,associate's degree,standard,none,77,94,89
5677,693,female,group C,master's degree,free/reduced,completed,87,91,96
5678,694,male,group D,high school,standard,completed,55,58,61
5679,695,male,group C,associate's degree,standard,none,71,65,59
5680,696,male,group B,high school,free/reduced,none,56,61,53
5681,697,male,group D,some high school,standard,completed,88,85,79
5682,698,female,group B,high school,standard,none,62,67,70
5683,699,male,group D,some high school,free/reduced,none,55,60,51
5684,700,male,group C,some college,standard,none,76,66,67
5685,701,female,group C,associate's degree,standard,none,60,72,74
5686,702,male,group C,bachelor's degree,standard,completed,59,58,60
5687,703,female,group E,some college,standard,none,64,65,66
5688,704,male,group C,some college,standard,none,65,58,60
5689,705,female,group C,some college,standard,none,74,72,81
5690,706,female,group B,some high school,standard,completed,59,77,75
5691,707,female,group B,associate's degree,standard,completed,56,65,64
5692,708,female,group C,some college,standard,none,75,83,81
5693,709,male,group C,bachelor's degree,standard,completed,78,75,70
5694,710,female,group B,master's degree,free/reduced,none,73,77,75
5695,711,female,group B,some college,free/reduced,none,50,71,73
5696,712,male,group E,bachelor's degree,standard,none,79,67,64
5697,713,female,group D,bachelor's degree,free/reduced,none,74,88,91
5698,714,female,group C,high school,standard,none,60,75,71
5699,715,male,group B,high school,standard,none,36,37,34
5700,716,male,group A,bachelor's degree,standard,none,59,59,56
5701,717,male,group E,some college,standard,none,92,77,76
5702,718,male,group D,some college,standard,none,72,82,72
5703,719,male,group C,some college,standard,none,58,50,53
5704,720,male,group D,master's degree,standard,none,88,92,85
5705,721,male,group D,bachelor's degree,free/reduced,completed,65,65,66
5706,722,male,group D,some high school,standard,completed,49,50,54
5707,723,female,group D,associate's degree,free/reduced,none,65,79,85
5708,724,male,group E,high school,standard,completed,62,53,57
5709,725,male,group E,some high school,standard,none,73,65,57
5710,726,male,group C,associate's degree,standard,none,69,65,57
5711,727,female,group B,some college,standard,completed,55,58,64
5712,728,male,group C,some high school,standard,none,69,59,59
5713,729,male,group C,bachelor's degree,standard,completed,80,77,77
5714,730,male,group E,bachelor's degree,free/reduced,completed,72,69,69
5715,731,female,group C,high school,standard,completed,47,52,52
5716,732,male,group C,bachelor's degree,standard,completed,83,84,82
5717,733,male,group C,associate's degree,standard,none,81,68,63
5718,734,male,group C,high school,free/reduced,none,54,54,50
5719,735,female,group C,some high school,free/reduced,completed,58,88,86
5720,736,male,group B,some college,standard,none,72,68,65
5721,737,female,group B,associate's degree,standard,none,56,64,62
5722,738,female,group C,associate's degree,standard,none,56,72,69
5723,739,female,group E,bachelor's degree,free/reduced,none,51,57,55
5724,740,male,group C,some high school,free/reduced,none,35,39,35
5725,741,male,group B,high school,free/reduced,none,39,26,22
5726,742,male,group B,some college,standard,none,80,75,72
5727,743,male,group B,some college,free/reduced,none,58,56,54
5728,744,male,group A,some college,standard,none,71,57,54
5729,745,male,group D,high school,standard,none,74,54,56
5730,746,female,group D,bachelor's degree,free/reduced,none,59,73,81
5731,747,female,group D,associate's degree,standard,none,62,66,68
5732,748,female,group C,some college,free/reduced,none,63,71,74
5733,749,female,group B,high school,standard,none,79,99,96
5734,750,female,group B,master's degree,standard,none,87,100,95
5735,751,male,group C,associate's degree,standard,none,73,69,64
5736,752,female,group B,associate's degree,free/reduced,none,56,78,66
5737,753,male,group D,associate's degree,standard,none,98,85,86
5738,754,male,group C,some high school,standard,completed,69,57,54
5739,755,female,group E,some college,free/reduced,none,72,65,68
5740,756,female,group E,some high school,standard,completed,59,71,71
5741,757,female,group C,associate's degree,free/reduced,none,36,53,49
5742,758,female,group B,associate's degree,standard,completed,64,73,78
5743,759,male,group D,associate's degree,free/reduced,none,28,38,41
5744,760,male,group C,bachelor's degree,standard,none,76,80,81
5745,761,male,group D,associate's degree,standard,none,66,57,59
5746,762,female,group C,bachelor's degree,free/reduced,none,68,73,74
5747,763,male,group C,high school,free/reduced,none,69,75,64
5748,764,female,group A,some high school,free/reduced,completed,57,66,67
5749,765,female,group C,bachelor's degree,free/reduced,none,58,60,62
5750,766,male,group C,some college,standard,none,65,58,53
5751,767,female,group C,associate's degree,standard,none,60,72,66
5752,768,female,group B,bachelor's degree,standard,none,73,74,82
5753,769,male,group B,associate's degree,standard,completed,79,79,79
5754,770,female,group C,some college,free/reduced,none,60,73,68
5755,771,male,group A,high school,free/reduced,none,61,60,46
5756,772,female,group C,high school,standard,completed,82,95,97
5757,773,female,group E,some college,free/reduced,none,60,57,58
5758,774,male,group B,some high school,free/reduced,completed,56,52,45
5759,775,female,group D,some college,standard,completed,81,89,92
5760,776,male,group C,some college,standard,none,46,38,42
5761,777,female,group D,associate's degree,standard,completed,74,85,79
5762,778,female,group C,master's degree,standard,none,80,91,93
5763,779,male,group B,high school,standard,none,73,73,66
5764,780,female,group B,master's degree,standard,none,60,56,55
5765,781,male,group B,some college,standard,none,78,76,76
5766,782,female,group B,some high school,free/reduced,completed,62,74,66
5767,783,female,group D,some college,free/reduced,none,71,76,77
5768,784,male,group B,some high school,standard,none,62,55,53
5769,785,female,group C,some high school,standard,none,70,72,75
5770,786,female,group D,some college,free/reduced,completed,68,75,79
5771,787,female,group B,high school,free/reduced,completed,57,65,68
5772,788,male,group E,associate's degree,standard,none,93,72,76
5773,789,male,group C,some high school,standard,none,81,71,71
5774,790,female,group C,associate's degree,standard,none,52,59,61
5775,791,female,group A,some college,standard,none,80,87,74
5776,792,female,group B,master's degree,free/reduced,none,49,57,56
5777,793,female,group B,some high school,standard,none,61,55,61
5778,794,female,group C,some college,standard,none,55,61,57
5779,795,female,group C,some college,standard,none,44,51,51
5780,796,male,group B,some high school,free/reduced,completed,71,69,71
5781,797,female,group A,some high school,standard,none,50,68,63
5782,798,female,group C,bachelor's degree,free/reduced,none,79,82,86
5783,799,female,group C,associate's degree,standard,none,40,55,54
5784,800,male,group D,master's degree,standard,completed,68,69,74
5785,801,female,group C,associate's degree,standard,completed,68,79,79
5786,802,male,group C,some college,standard,none,78,81,74
5787,803,male,group D,high school,free/reduced,completed,58,60,61
5788,804,female,group C,some high school,standard,completed,74,74,76
5789,805,female,group B,associate's degree,free/reduced,completed,56,72,74
5790,806,male,group D,master's degree,standard,none,92,90,90
5791,807,male,group D,some college,free/reduced,completed,85,82,85
5792,808,male,group A,some high school,free/reduced,none,53,53,48
5793,809,female,group C,some college,standard,completed,52,63,67
5794,810,female,group C,associate's degree,standard,none,84,87,84
5795,811,male,group B,some college,free/reduced,completed,65,61,61
5796,812,female,group D,high school,free/reduced,completed,58,74,73
5797,813,female,group B,high school,free/reduced,none,21,39,37
5798,814,female,group B,some high school,standard,completed,62,66,70
5799,815,male,group C,associate's degree,standard,none,68,73,61
5800,816,female,group B,bachelor's degree,standard,none,81,91,83
5801,817,female,group A,associate's degree,standard,completed,46,61,68
5802,818,female,group D,some high school,free/reduced,completed,48,66,67
5803,819,female,group D,high school,standard,completed,71,78,76
5804,820,male,group D,some college,free/reduced,completed,64,62,61
5805,821,male,group E,some high school,standard,completed,63,58,56
5806,822,female,group C,bachelor's degree,free/reduced,completed,69,91,92
5807,823,female,group C,high school,free/reduced,none,52,69,63
5808,824,female,group A,associate's degree,free/reduced,none,24,38,33
